"","x"
"483","#Bahrain: Free Nabeel Rajab immediately and unconditionally. http://t.co/eyGaggXiPX"
"484","#FergusonOctober: Students stand in solidarity with Ferguson during the Weekend of Resistance. http://t.co/gsfNGedbRw http://t.co/AUd71VUu7e"
"485","#Bahrain must release activist Nabeel Rajab, who has been detained for 'insulting' tweets  http://t.co/ytNMjPR8r2 http://t.co/eZbd5sbrGx"
"486","Thank you @ChrisetteM for joining us today to help send the message that your words have power! #write4rights http://t.co/0xEf7j3pxY"
"487","Governor @euduaghan responds to our call to drop Moses death sentence. WATCH: http://t.co/njSggbTu7k #JusticeForMoses http://t.co/7Y6XlH6A00"
"488","#ElSalvador: The total abortion ban has led to more than a decade of suffering for women and girls. #MyBodyMyRights http://t.co/sPyHpHFQlr"
"489","@light_ted Thanks so much for your support, Ted!"
"490","@hlnmnzs Thanks so much for your support, Helen!"
"491","@Topanien, thanks so much for your support!"
"492","@AtxFran Thanks so much for your support, Fran!"
"493","#HongKong: ""I have not seen anything like this in decades""  http://t.co/vVAxB6MDOk #HongKongProtests http://t.co/2WuxJBsp6r"
"494","@Uraliceldrhnk Thanks so much for your support, Liam!"
"495",".@amnesty experts are monitoring police response to #HongKong protests around the clock."
"496","@Pashti Thanks so much for your support, Parastoo!"
"497","URGENT: Tell @euduaghan to drop Moses's death penalty tomorrow. #JusticeForMoses #StopTorture http://t.co/aGsAHR9Wvt http://t.co/7OMX6TrvZA"
"498","@abigail_titmuss Thanks so much for your support, Abi!"
"499","@marcotombesi Thanks so much for your support, Marco!"
"500","@jamht1972, thanks so much for your support!"
"501","Thank you! Over 340,000 signatures will be delivered today demanding justice for Claudia Medina. #StopTorture #Mexico http://t.co/6neuLiMDbt"
"502","#Iran must halt imminent execution of 26-year-old woman sentenced to death after deeply flawed investigation. http://t.co/jGo7KJyx8i"
"503","@Alida_Coughlin Thanks so much for your support, Alida!"
"504","@LassyMay Thanks so much for your support, May!"
"505","@LuisMateusRocha Thanks so much for your support, Luis!"
"506","@CBFox Thanks so much for your support, Carol!"
"507","@LindaManning3 Thanks so much for your support, Linda!"
"508","With your support we are working to protect #HumanRights for all. We want to hear why YOU support @amnesty! Tell us here"
"509","#ElSalvador: 57% of the deaths of pregnant girls between 10 and 19 were the result of suicide. #MyBodyMyRights http://t.co/4SNNeWDEjL"
"510","#HongKong: Use of tear gas by police unnecessary against a peaceful protest. There's no legitimate reason for its use http://t.co/fVBIU6Ug5M"
"511","#HongKong: Urge police to show restraint in response to protest. Authorities must facilitate the right to peaceful assembly."
"512","No Bigger Fish to Fry? Why Iran is Imprisoning a Sports Fan http://t.co/mYgph9b1Lj"
"513","Honored to be part of the Ai Weiwei art exhibit focusing on 175 prisoners of conscience. http://t.co/SL8fHTPFt9 http://t.co/EQGkrQkZfS"
"514",".@DrAlRoken, prisoner of conscience, is in our thoughts today on his 52nd birthday. @AmnestyUAE"
"515","Its time to tell govts to #BiteTheBullet &amp; STOP arms for atrocities. Support the #ArmsTreaty http://t.co/MI6y5QEoRl http://t.co/OtczlV8436"
"516","#ElSalvador's total abortion ban kills women and girls. Act now: http://t.co/hSZMevph7H http://t.co/6imeNoNUhj"
"517","Tomorrow #India PM Narendra Modi meets with President Obama. @Amnesty urges them to discuss human rights and Economic &amp; Security issues."
"518",".@StevenWHawkins: Looking back on an extraordinary year, working to bring human rights home. http://t.co/NMvXZuqDBA"
"519","#ElSalvador: Miscarriage is not a crime.  Act now to end the ban on abortion. #MyBodyMyRights http://t.co/HK4yffET27 http://t.co/T2xu08UNAX"
"520","When @JohnKerry meets #Qatar's King today, he should call for release of poet given 15 year sentence: http://t.co/RZP1O2s4HL @MofaQatar_EN"
"521","#Ferguson: ‘The killing of Michael Brown stung my heart.’ Organizing for justice http://t.co/IbXZzOBxrY http://t.co/GujzDZ5Sjd"
"522","Syrian physicist Faten Rajab Fawaz detained for peaceful activism. She is a prisoner of conscience at risk of torture http://t.co/KssIbQ0SVg"
"523","“I think it is right that I should be able to make decisions about my own body.” -@EmWatson #HeForShe #MyBodyMyRights http://t.co/8PgQkzB22Q"
"524","China's #ToolsofTorture: spiked batons, electric stun guns, weighted leg cuffs, and worse. http://t.co/vKwdZTG9ZS"
"525","Over 130 companies in #China are involved in the production and trade of #ToolsOfTorture. http://t.co/FQ1abIRDlH"
"526","Protection of civilians must be world’s priority in #Syria. http://t.co/0Aug9VIO9V"
"527","You have the right to live free from rape and sexual violence. #MyBodyMyRights http://t.co/q7deLWtHo9"
"528","#China: Life sentence for Uighur academic condemned http://t.co/WUMMLglr55 http://t.co/Zs2WMb7DO9"
"529","URGENT: Tortured into a ‘confession’ &amp; sentenced to death in #Nigeria. Demand #JusticeForMoses http://t.co/23IidxldZT http://t.co/GsNYECXcOE"
"530","@celestanina, thank you so much for your support!"
"531","@Elsa2nd, thanks so much for your support!"
"532","@GLelyveld, thanks so much for your support!"
"533","“When we pollute the Earth and waste resources, we violate the rights of future generations."" #Climate2014 http://t.co/Kg3dQJvOB1"
"534","“The struggle for justice doesn’t end with me.” -Troy Davis, #IAmTroyDavis http://t.co/ay2KxvkoTc"
"535","#Gambia: President must reject homophobic law with life sentence for 'aggravated homosexuality' http://t.co/xgFsRPCUGj"
"536","#Yemen: Violent crushing of protest signals alarming escalation in standoff with Huthis http://t.co/HvIhuQNqrR"
"537","#Missouri executed Earl Ringo Jr last night after concerns over lethal drug cocktail rejected http://t.co/7U5jKqlLha #deathpenalty"
"538","@maum27oli thanks so much for your support!"
"539","Not acceptable: #Gambia Lawmakers Pass Bill to Jail Gays for Life http://t.co/EVYINMqBlU via @abcnews"
"540","@LindaSolotaire thanks so much for your support Linda!"
"541","@frenchplums thanks so much for your support Paula!"
"542","Upset by Ray Rice video? Act 2 stop Violence Against Women globally! http://t.co/6LbmwHNrMc  #passIVAWA http://t.co/ScGeVYGpHm"
"543","#Ukraine must stop ongoing abuses and war crimes by pro-Ukrainian volunteer forces http://t.co/NTKzTaxG2j"
"544","Zone 9: The Growing Gulag in #Ethiopia http://t.co/uLzRvyDLMX http://t.co/3YBKAXBvkW"
"545","“Don’t they know that winter is coming?” Frustration and fear among #Iraq’s displaced via @jpmlynch http://t.co/AEl1DEC7ht"
"546","#Ukraine must stop ongoing abuses and war crimes by pro-Ukrainian volunteer forces http://t.co/9qir7ZttqE"
"547","Ending #GenderBasedViolence Around the World | Nazanin Boniadi http://t.co/Dgqe87V8cn #womensrights #passIVAWA"
"548","#Mexico: The Terrifying Reason 64% of Mexicans Fear Detention http://t.co/zuEtorcUte http://t.co/YlRoco3LFu"
"549","What's it like to leave everything behind hoping 4 safety? Glimpse into lives #Syria refugees http://t.co/9PDpX6q7Vi"
"550","Plugging Iran's 'Brain Drain' http://t.co/3RkIrfMHty via @HuffingtonPost"
"551","@meganmakesart Amen. Thanks so much for your support, Megan!"
"552","@donna_moderna Thanks so much for your support!"
"553","#Bahrian must release prisoner of conscience @MARYAMALKHAWAJA immediately and unconditionally http://t.co/yQV3vvkQZD"
"554","In #Mexico, torture has risen sixfold. Govt can no longer turn a blind eye. http://t.co/Ve6I8gHXi2"
"555","Fear and loathing in Kirkuk – summary killings amid growing sectarian tension in oil-rich city http://t.co/CNGJntfVJw #Iraq #humanrights"
"556","Your online privacy &amp; freedom of expression could have been upheld this week. It wasn't.  @sherifea from #IGF2014 http://t.co/hPjp7XLswC"
"557","#India: Landmark Supreme Court order on undertrials must spur systemic changes http://t.co/ZoXtkQc96g"
"558","@MaresJH thanks so much for your support!"
"559","Amnesty's Secretary General @SalilShetty to visit Ukraine &amp; Russia as human rights abuses increase http://t.co/YRefE7iXa9"
"560","#Qatar must reveal fate and whereabouts of 2 ‘disappeared’ British human rights workers http://t.co/8T2Wz7ivZa"
"561","Shocking: 600% increase in torture and ill-treatment in #Mexico per our new report http://t.co/66KdmiOalI http://t.co/W3ENbfQcLl"
"562","@darrelljames thanks so much for your support Darrell!"
"563","@Brent_Huffman thanks so much for your support Brent!"
"564","@Ethnae thanks so much for your support Connie!"
"565","#NATO Summit: Don’t leave #Afghanistan with a legacy of impunity http://t.co/54K5Ue60UC"
"566","We welcome US Justice Department’s decision to investigate #Ferguson Police http://t.co/78y8ujuFLB #HumanRightsFerguson"
"567","Take our online survey and help us decide what #HumanRights issues to focus on! http://t.co/9BWyCJQ7QB"
"568","In #Morocco, Amnesty youth camp banned http://t.co/tnjq3JnZdO"
"569","Killing of Steven Sotloff is ‘tip of the iceberg’ of IS war crimes in #Syria and #Iraq http://t.co/Q1DKOLLHt9"
"570","DNA evidence frees death row inmate after 30 years in prison http://t.co/zsiQwZkQJU #USA #deathpenalty"
"571","Increasing aid access into #Syria – building confidence, cooperation &amp; security http://t.co/zJDuRZjnZl"
"572","Israeli land-grabs and settlements: more than merely ‘counterproductive’ http://t.co/WTeR3b3xYl #WestBank #Israel"
"573","2 million: Number of people now employed to police #China's internet http://t.co/rFXi804TTH #netfreedom"
"574","#India: Release Salman M and end use of archaic sedition law to curb freedom of expression http://t.co/KxKr0ACUL6"
"575","Disturbing increase in disappearances, clampdown on press freedom in #Bangladesh http://t.co/OIPJda49Wp"
"576","@fatachrestic thanks so much for your support Tim!"
"577","@acfoltzer thanks so much for your support Adam!"
"578","@deathmtn thanks so much for your support Jim!"
"579","@TwistedCistern thanks so much for your support!"
"580","With renewed violence, imperative #Israel lifts its block on @amnesty &amp; @hrw access to #Gaza http://t.co/ycIsBgY3Mx http://t.co/rUtOTduixZ"
"581","@ColeVsCode thanks so much for your support Cole!"
"582","Powerful eye-witness testimony from our staff on the ground in #Ferguson in this Storify: http://t.co/ugIWpgc5yD"
"583","@Dick_Gosinya https://t.co/YjhCmgixR4"
"584","@mattmonta thanks so much for your support Matt!"
"585","@MarkCC thanks so much for your support Mark!"
"586","@Donaithnen thanks so much for your support!"
"587","Release of prisoner of conscience in #India on hunger strike 13 years welcome but long overdue http://t.co/tcjteosfCF"
"588","@nickdemarco thanks so much for your support Nick!"
"589","@amyvdh thanks so much for your support Amy!"
"590","""A community has been left destitute and the World Bank has been complicit in this...” http://t.co/Uzuoq33Z2s #Nigeria #humanrights"
"591","@Steve___J of course https://t.co/YjhCmgixR4"
"592","@MichaelTPremo thanks so much for your support Michael!"
"593","@brianco Thanks for your support Brian!"
"594","@kroen21 Thanks for your support Kristi!"
"595","@segdeha thanks for your support Andrew! You can follow Amnesty's delegation here: https://t.co/EBRaFndsTL"
"596","@JaySaysWords thank you for your support!"
"597","@chort0 thanks for your support! You can follow Amnesty's delegation here: https://t.co/EBRaFndsTL"
"598","@LiberalHDWoman the Amnesty Delegation in Ferguson is safe and accounted for. Thanks for your concern."
"599","US can't tell other countries to improve their records on policing and peaceful assembly if it won't clean up its own human rights record"
"600","@insatiant thanks so much for your support Roy!"
"601","Amnesty observers tweeting situation in #Ferguson right now: http://t.co/PtO86Yh6RX #HumanRightsFerguson"
"602","@PisceanLuva thanks so much for your support Gordon!"
"603","@DavesNotHereYo thanks so much for your support!"
"604","Emergency request: Amnesty International USA needs your help to continue our work on the ground in Ferguson, MO - http://t.co/HPTXujdiEc"
"605","""It's hard to build trust if governor doesn't meet community members &amp; restricts their movements w/ curfew"" http://t.co/5AQFd4tBqw #Ferguson"
"606","""This is moment to raise concerns about race, policing and impact of militarization on right to assemble."" http://t.co/SMWM46pccg #Ferguson"
"607","@ACLU @Dreamdefenders what the ACLU said! ;)"
"608","There's been a  sharp increase in politicized violence in #Burundi. Pierre-Claver Mbonimpa is paying the price http://t.co/PDd57NEv82"
"609","#Swaziland Prisoners of Conscience Stay Behind Bars During US-Africa Summit http://t.co/B30J1MbIjY"
"610","The U.S.-Africa Summit Sessions #Zimbabwe's Mugabe Missed http://t.co/B4p1JSO4i5"
"611","Rights trampled, rights defenders threatened for indigenous peoples across the Americas http://t.co/5iu0Cqu0Yr #IndigenousDay"
"612","Does the @NYTimes Know the Difference Between a Rocket and a Bomb? http://t.co/LXNVLCGTMh #CiviliansUnderFire"
"613","In Nigeria, campaign against Boko Haram militants brings fears of military excesses http://t.co/9iUD34yVqb via @washingtonpost"
"614","@mikevanderosen thanks so much for your support Michael!"
"615","Follow @DRovera our Senior Crisis Response Adviser who is in #Iraq amid #ISIS advance. http://t.co/7QSfZmYLMw http://t.co/6iFQnWYIcC"
"616","@Mangobian thanks so much for your support!"
"617","VIDEO: Want to know more about where Amnesty stands on #Israel-#Gaza conflict? http://t.co/JxAtXlMxi6 #StopTheArms http://t.co/LTfw8kWde3"
"618",".@abati1990 @doyinokupe We want an independent investigation into crimes by #Nigeria military! #InvestigateWarCrimes http://t.co/1MqZ3Vd8Wv"
"619","#Russia grants Edward Snowden residency for three more years http://t.co/ONeicg1y95 via @washingtonpost"
"620","#China continues oppressive Internet laws forcing real name registration for instant messaging http://t.co/Je1sNoep5p"
"621","@euanm99 :("
"622","Eyewitnesses report panic as #ISIS take over #Iraq's largest Christian town http://t.co/caE5LNeHgn http://t.co/1j78Rn5c4B"
"623","Will Today’s Senate Hearing Help End #GunViolence Against Women? http://t.co/zMzTKrRu25 #ProtectAllWomen"
"624","@HeidiMorrell1 thanks so much for your support Heidi!"
"625","One year after her conviction #ChelseaManning must be released http://t.co/ttmXVYSPZq http://t.co/eAwyKJ9kAL"
"626","Children are dying at hands of #Gaza-#Israel conflict. #StopTheArms http://t.co/iaVgxm2Sq9"
