"","x"
"552","#Reasons2GoVegan: When talking abt cows used 4 food, 1 slaughterhouse worker said “they die piece by piece” in @washingtonpost interview."
"553","@blackfishracing Sad but true! :("
"554","@autcru What are you talking about? Dogs have been domesticated for 33,000 yrs. We are responsible 4 them now. Most of us at PETA have pets"
"555","@MacDazzla ;)"
"556","@TimGeorgeJr @AndyLally @SpencerPumpelly YUMMM, looks beautiful!"
"557","@hannahongley Happy Fashion Week from P!nk &amp; PETA! ☺ http://t.co/CxkutFnDXU http://t.co/QmojCRp2IC"
"558","@cbroday Happy Fashion Week from P!nk &amp; PETA! ☺ http://t.co/CxkutFnDXU http://t.co/d0l7kPtK5c"
"559","@alyssabailey Happy Fashion Week from P!nk &amp; PETA! ☺ http://t.co/CxkutFnDXU http://t.co/ikmBjhNc8l"
"560","@laurabrown99 Happy Fashion Week from P!nk &amp; PETA! ☺ http://t.co/CxkutFnDXU http://t.co/jxK0aeM9uT"
"561","@sharonclott Happy Fashion Week from P!nk &amp; PETA! ☺ http://t.co/CxkutFnDXU http://t.co/3sWG4T5KI9"
"562","@zannarassi Happy Fashion Week from P!nk &amp; PETA! ☺ http://t.co/CxkutFnDXU http://t.co/fb2BdQH48M"
"563","@GinaALilBit Happy Fashion Week from P!nk &amp; PETA! ☺ http://t.co/CxkutFnDXU http://t.co/alu6KXj05K"
"564","@lindseyweber Happy Fashion Week from P!nk &amp; PETA! ☺ http://t.co/CxkutFnDXU http://t.co/imYjVLTxnA"
"565","@maura_brannigan Happy Fashion Week from P!nk &amp; PETA! ☺ http://t.co/CxkutFnDXU http://t.co/efWrviFWlI"
"566","@KimberlyPekula He is so cute! &lt;3 That's great! If you need any tips or recipes check out this link: http://t.co/fQQ65CgBfJ"
"567","@joeyracano &lt;3"
"568","@abella_couture Love it! Thanks for sharing! &lt;3"
"569","@MsTren_Dee Glad to hear it! &lt;3"
"570","@LisaRoutel That's so great to hear! &lt;3"
"571","@saurab2686 Hope this helps explain why we do what we do: https://t.co/MmdBNfmzlt"
"572","@AuroreLoaec AWW! &lt;3"
"573","@KeshaTedder Agreed! &lt;3"
"574","@amber_wallace75 Thanks for your support! &lt;3"
"575","@Manicmo2014 Sadly, these companies use independant fur farms. :("
"576","@daveshaw1976 For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/9E3mUuN8R4"
"577","@autcru 3-4 million animals are euthanized in shelters each year in the US because there aren't enough homes. http://t.co/pGB1LXtahI"
"578","@AnimalRightsPrt For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/9E3mUuN8R4"
"579","@KaylaVegan These are our apps: https://t.co/qDnWv5r8dO"
"580","@JstAnAucklander That's awful! :( Send us an email at peta2@peta2.com with all the info &amp; someone will get back to you. &lt;3"
"581","@rickygervais Gotta love everything about this video! You &amp; @Pink were awesome! TY for sharing this, the animals appreciate your voice ❤"
"582","@missing_chapter We believe that women and men should be able to use their own bodies in order to make social statements."
"583","@missing_chapter Everyone in our ads volunteers to use their bodies &amp; voice to help animals &amp; promote education: http://t.co/Lg2mh0T1tU"
"584","@Lucaay_xox He is SO cute! &lt;3 Thank you for choosing adoption!"
"585","URGENT:

#PraiseWave is THIS WKND!

Tell @StevenCurtis @lecrae &amp; more 2 CANCEL #SeaWorld show: http://t.co/bwJ5UisW2P http://t.co/6rxhg42MFG"
"586","@CutieSplinter That's awesome!! Saving lives and feeling good! What could be better? &lt;3"
"587","@Neilfan12 Most animals housed in zoos aren't endangered. Only 1,200 zoos out of 10,000 worldwide are registered for captive breeding."
"588","@JJ_Destiny 6-8 million animals are brought in to U.S. shelters every year. 3-4 million animals are euthanized for lack of homes."
"589","@marti_nita For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/9E3mUuN8R4"
"590","@pukypower That's horrible! :("
"591","@MoetheBeaver We do care: http://t.co/kwP0gSha1C"
"592","@Lucaay_xox No. Most of us at PETA have several pets. We encourage anyone with the love, means, &amp; time to adopt! http://t.co/lg0rguRSWw"
"593","#Reasons2GoVegan: http://t.co/Uf0f3tp9Z6 http://t.co/03wztLOI6Y"
"594","How can we END animal homelessness?

By NOT bringing homeless animals into the world.

#SpayAndNeuter http://t.co/CjlcuTFVCK"
"595","We CAN'T stop animals’ suffering if we look the other way &amp; pretend it isn’t happening.

Animals are counting on YOU.

#NeverBeSilent"
"596","@cristina_gmaij You can do it and we can help!! Check out our best tips on shopping cruelty-free! :) http://t.co/lsY5x2zjvh"
"597","@dffna Aw, of course!! Thanks so much for your compassion!"
"598","@zayli_x YES! I'm sure you can and we can help!! :) Please check out some of our favorite tips and recipes here: http://t.co/lOs0M1Tph6"
"599","@Ms_Roula Ah! She's adorable!!!"
"600","@missamyleigh Thanks for reaching out. Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"601","@tarbear7 Yes we think so too."
"602","@lean_architect Thanks for your compassion! &lt;3"
"603","@yogaFlo Horrible. Animals are not ours to use for entertainment! :("
"604","Wild animals should NOT be held captive

#Seoul zookeeper DIES from lion attack http://t.co/lmkEEvtYWM #BoycottTheZoo http://t.co/hUj7yhlGai"
"605","URGENT:

Town 2 lure deer into corrals &amp; GUN THEM DOWN as ""population control"".

SIGN to HELP: http://t.co/25gXtflaSn http://t.co/xPDpxgYcB3"
"606","@HayleeAndrews1 It really is! :("
"607","@Bounc3r &lt;3"
"608","@sktroutman Hope you like the recipe! Enjoy! &lt;3"
"609","@OhHowPhantastic It's real. Poor piglet! :( http://t.co/5ruBUcCPns"
"610","@blstapicciridda That's amazing! Thanks for all you do for animals! &lt;3"
"611","@anon99percenter Thanks for your compassion. I have forwarded this info to our Cruelty Investigation Department."
"612","@mamashep2704 You can find that info here: http://t.co/pGB1LXtahI http://t.co/9E3mUuN8R4"
"613","@ArielPhipps Honestly just confused. I can't tell if you are genuinely interested or not."
"614","Following PETA’s successful campaign 2 SAVE cats, @UWMadison trying pass law to keep animal testing records A SECRET: http://t.co/om1F1rOvUX"
"615","@ArielPhipps Not sure why you asked for outside sources if that was going to be your response anyway."
"616","@davidcgies Please check out where misinformation comes from: http://t.co/JD42f39ZYS"
"617","@jen_lockett Please see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"618","@ArielPhipps This website was created by a third-party: http://t.co/JD42f39ZYS"
"619","@ArielPhipps Clearly you are being misinformed about a lot of things.  http://t.co/g2HHC03p41"
"620","@D_A_M_B YES! We love Esther so much! ❤"
"621","@BraedonSteven Anytime! Also check this out before you adopt http://t.co/4xgAuCb1zq"
"622","@OctobersRaven Thank you! &lt;3"
"623","@BraedonSteven You should contact your local shelter or search for rabbits on http://t.co/TN7ExVBdac"
"624","@ArmigerCasey Please learn the truth and see why PETA really supports euthanasia http://t.co/pGB1LXtahI http://t.co/HmzFUAT7em"
"625","@greekgrl6653 The cutest!"
"626","@talwar_jeet Right back at you!"
"627","@Mike_LeClerc For the true story &amp; to see why PETA supports euthanasia: http://t.co/pGB1LXtahI  http://t.co/HmzFUAT7em"
"628","@halishabelle :("
"629","@realdeanporter You got this! If you need any tips or recipes be sure to check out @PETAUK http://t.co/53b3NR2qBB"
"630","@FelixMapleFudge Wool, fur &amp; leather contributes 2 climate change, land devastation, pollution, &amp; water contamination http://t.co/2LzZwHn3E2"
"631","@moonreflex Heartbreaking! :("
"632","@ZackKhan2153 So true! :("
"633","TRUTH from #CharlesDarwin on #DarwinDay. http://t.co/hZZu9bgZUW"
"634","Bunnies are HEARD as their fur is TORN OUT 4 #angora

Will U be HEARD speaking out AGAINST it? http://t.co/4h3lMnyefb http://t.co/jvRlRdC9xe"
"635","IMAGINE being GROUND-UP ALIVE at 1 DAY OLD bc you're deemed WORTHLESS.

That's reality 4 male chicks in egg industry. http://t.co/LE0FAOFKCR"
"636","PROGRESS: #France CANCELLED plan 2 buy wild elephants from #Zimbabwe.

HELP STOP more exports: http://t.co/Z1vexz1hfW http://t.co/UhHaey0vE2"
"637","It's 2015.

Why is THIS still allowed?

#BoycottTheCircus http://t.co/WYvm9H88LV"
"638","@mssmo11y Thanks so much for your support! &lt;3"
"639","@josiejoness YES!"
"640","EVERY PAIR of leather shoes you BUY sentences animals like THEM to a LIFETIME of suffering.

#WearYourOwnSkin http://t.co/6wwzjx8OvS"
"641","@besosdemaripos1 Please see why PETA really supports euthanasia http://t.co/pGB1LXbzqa http://t.co/HmzFUABwmO"
"642","@brucedeath98 !!!!!"
"643","@Dying0fBoredom :) yay!"
"644","@MissSquidgy !!!! :)"
"645","@michaelrentiers Please see why PETA really supports euthanasia http://t.co/pGB1LXbzqa http://t.co/HmzFUABwmO"
"646","@DoodlFoto Please see why PETA really supports euthanasia http://t.co/pGB1LXbzqa http://t.co/HmzFUABwmO"
"647","@anto_rebeca Sorry, we aren't following anyone new at the moment due to manageability. Thanks for understanding &lt;3"
"648","@f3ckthenorm Please see why PETA really supports euthanasia http://t.co/pGB1LXbzqa http://t.co/HmzFUABwmO"
"649","@HolaItsDave Aw, thank you! &lt;3"
